crop,state,rainfall_mm,temperature_c,soil_moisture_pct,soil_ph,fertilizer_kg_ha,farm_size_ha,yield_tons_ha
tomato,Telangana,497.1,29.2,42.1,6.37,163.9,11.02,45.73
cotton,Telangana,1253.1,38.7,30.1,6.11,94.9,2.08,3.759
maize,AP,877.5,30.6,72.7,6.92,191.6,11.39,11.539
tomato,Punjab,1005.5,27.4,71.8,6.3,230.5,12.35,68.859
cotton,MP,1131.6,26.9,69.4,6.37,123.0,10.11,4.834
maize,Karnataka,1486.3,23.0,46.0,6.01,205.9,5.32,11.568
maize,Maharashtra,1417.2,21.9,74.4,6.29,120.3,2.94,12.361
wheat,Karnataka,518.9,16.3,47.3,7.09,107.1,10.18,5.79
rice,Telangana,1801.4,28.3,60.3,6.95,191.4,6.95,12.414
tomato,Karnataka,936.4,29.5,38.4,5.66,263.2,11.99,56.688
soybean,Maharashtra,1158.1,31.0,78.0,6.35,148.5,2.06,5.946
tomato,Punjab,1141.6,18.9,31.8,6.18,258.5,11.42,57.23
groundnut,Punjab,881.0,36.4,65.8,6.51,85.3,11.38,3.673
groundnut,Punjab,993.0,32.1,73.6,6.06,113.5,1.62,4.094
soybean,Punjab,1108.5,22.3,38.3,7.06,99.5,1.69,4.666
cotton,MP,950.8,32.3,76.7,7.19,143.2,1.63,4.296
wheat,AP,838.9,22.3,63.4,7.22,88.7,7.51,6.404
maize,Maharashtra,706.0,33.5,46.5,5.98,188.7,8.73,9.017
rice,Karnataka,1269.7,27.6,35.3,6.45,140.7,14.24,10.33
maize,Punjab,842.7,26.7,38.2,6.06,130.0,2.92,8.606
wheat,Telangana,1029.4,18.5,62.2,6.95,86.2,4.86,6.482
maize,MP,722.0,29.2,40.4,5.98,132.3,12.35,8.458
groundnut,MP,661.8,27.5,44.0,5.93,102.0,7.78,3.01
maize,Punjab,961.2,29.4,81.6,5.89,201.5,3.31,11.68
cotton,Telangana,1107.0,25.8,48.1,7.18,140.3,7.58,4.435
wheat,Maharashtra,776.9,24.9,65.9,6.24,150.9,13.15,7.727
maize,Punjab,1433.1,26.4,37.0,6.89,149.4,4.8,10.643
cotton,MP,1360.7,30.8,68.1,7.83,99.5,11.17,3.866
groundnut,Karnataka,1167.5,34.6,34.1,6.59,74.5,12.13,3.487
tomato,Punjab,945.3,27.4,73.7,6.11,171.7,7.08,56.699
groundnut,Punjab,619.7,34.7,57.1,6.36,84.3,8.47,3.501
wheat,Karnataka,702.5,14.4,39.5,6.58,130.1,6.21,6.178
wheat,AP,458.9,19.6,80.3,6.26,164.0,6.32,7.297
soybean,Karnataka,824.9,21.7,51.9,6.47,103.9,5.91,4.942
rice,Maharashtra,822.3,28.4,37.4,6.17,106.0,7.89,7.306
cotton,AP,1389.8,27.6,84.2,6.04,115.8,9.69,4.954
soybean,Maharashtra,1124.7,23.2,62.2,6.1,132.9,12.71,5.263
rice,AP,838.7,23.8,33.1,6.77,193.9,10.67,8.464
groundnut,AP,856.5,33.4,76.6,6.24,87.2,4.77,3.574
rice,Karnataka,1790.0,26.8,34.3,5.78,167.6,6.64,10.387
soybean,Maharashtra,733.2,26.3,34.2,6.89,88.5,2.92,3.655
rice,Telangana,1027.5,25.6,51.9,6.55,124.8,13.97,9.098
maize,Punjab,1165.8,33.5,78.9,6.46,176.1,1.29,13.47
rice,Punjab,1300.0,33.8,45.5,6.94,117.0,4.47,8.924
rice,Telangana,1487.6,30.6,80.3,5.59,162.2,7.1,10.552
groundnut,AP,697.2,34.8,75.1,5.89,108.9,7.13,3.656
wheat,MP,1162.7,19.7,51.2,6.6,130.6,6.48,7.596
rice,AP,872.3,24.3,50.4,5.84,140.8,10.97,8.528
cotton,Karnataka,939.1,37.7,31.7,7.43,133.6,3.17,3.732
wheat,Punjab,428.2,14.7,34.4,6.04,84.0,4.51,4.735
soybean,MP,727.3,21.9,38.5,6.94,120.0,12.86,3.766
soybean,MP,1294.6,29.2,51.7,7.37,120.5,7.47,4.916
soybean,MP,796.3,29.8,56.4,6.97,95.5,14.96,4.412
tomato,Telangana,493.2,18.3,77.2,5.78,178.0,2.76,46.171
tomato,AP,527.8,22.7,49.0,5.63,236.9,12.86,47.179
maize,Punjab,780.0,22.7,40.4,6.48,131.2,10.34,9.307
rice,Punjab,897.1,23.4,45.0,6.8,150.3,11.2,8.672
cotton,Maharashtra,1312.7,29.2,63.8,6.58,149.1,3.9,5.774
wheat,Karnataka,923.9,10.6,38.2,6.46,147.4,3.72,7.411
maize,MP,1408.2,31.2,63.1,6.93,162.4,7.51,12.212
maize,AP,597.0,22.1,62.5,6.03,156.3,5.34,9.533
wheat,MP,479.5,21.8,60.4,6.97,129.0,7.79,5.928
wheat,AP,956.1,13.2,39.9,7.19,125.7,10.04,6.392
soybean,MP,753.4,30.5,52.0,7.28,138.5,12.46,4.264
maize,AP,792.5,27.4,73.3,6.77,192.3,6.01,11.758
wheat,Maharashtra,1187.1,11.0,68.0,6.87,179.0,11.23,8.764
groundnut,Karnataka,759.1,34.7,65.6,6.8,104.8,11.61,3.57
maize,Karnataka,835.9,24.2,62.0,6.62,215.9,13.73,12.132
tomato,Telangana,871.9,20.9,79.9,5.82,233.4,1.55,62.016
wheat,Punjab,1015.8,11.7,45.1,6.18,116.6,3.38,6.831
maize,Maharashtra,591.7,24.5,76.1,6.0,171.1,3.85,9.907
groundnut,Punjab,1034.0,29.4,37.5,5.66,101.0,4.76,3.54
soybean,Punjab,1133.9,28.1,54.1,6.47,128.1,12.93,5.456
tomato,Karnataka,1066.2,28.7,60.0,6.92,212.8,8.86,59.498
rice,Punjab,1809.9,35.0,50.3,6.69,102.5,4.08,10.741
maize,MP,764.2,34.2,35.4,6.93,203.9,0.53,9.9
maize,Karnataka,1443.9,23.2,78.2,6.75,147.0,1.93,13.098
rice,MP,1368.8,25.9,77.4,5.9,195.4,12.34,11.6
wheat,Punjab,547.7,17.6,76.9,6.33,117.8,13.43,6.86
maize,Telangana,1413.1,22.2,30.1,5.87,173.5,11.92,9.074
soybean,Karnataka,937.5,25.2,57.8,6.02,85.8,2.68,4.709
tomato,AP,739.7,28.8,83.1,6.79,168.6,14.95,58.718
rice,Karnataka,824.0,34.1,59.7,6.44,182.8,8.19,10.241
cotton,MP,1024.6,34.1,39.9,7.04,115.7,6.26,3.74
groundnut,Punjab,926.2,28.1,59.1,5.63,104.7,6.91,3.163
maize,Punjab,914.7,32.3,48.3,6.5,129.1,14.71,9.265
tomato,AP,517.8,19.9,32.7,6.34,186.0,13.93,45.297
rice,Telangana,1660.9,26.3,48.4,6.9,198.6,9.07,11.775
maize,Maharashtra,1406.2,22.7,61.3,6.81,131.6,5.42,11.639
cotton,Punjab,870.6,28.9,52.5,7.49,97.8,4.48,3.569
maize,MP,1288.9,28.2,69.0,6.79,141.3,6.6,11.341
soybean,AP,1262.7,20.6,51.0,6.33,108.6,2.4,4.968
rice,Maharashtra,1881.1,26.4,58.9,5.51,151.7,2.24,10.969
wheat,MP,1026.8,10.6,67.9,6.73,133.0,1.04,7.988
groundnut,Punjab,588.6,27.2,64.3,6.5,82.5,14.96,3.182
soybean,Maharashtra,1414.2,21.1,46.2,6.68,106.4,14.92,5.102
rice,Punjab,1419.4,29.4,58.7,6.5,150.0,7.74,11.895
rice,MP,1700.2,27.6,82.4,5.5,161.2,4.23,11.34
maize,Punjab,1390.9,31.6,40.3,6.86,121.0,6.64,10.773
tomato,MP,647.9,26.6,74.3,5.79,211.2,9.37,51.804
soybean,Maharashtra,782.1,26.5,37.5,6.65,119.0,5.74,4.535
rice,AP,1470.2,29.1,81.4,6.27,194.4,5.72,13.429
soybean,Telangana,1451.2,21.8,64.7,7.11,80.1,7.67,4.555
tomato,MP,1090.0,22.7,45.2,5.59,166.0,3.69,48.611
groundnut,MP,1038.9,37.3,39.0,6.4,69.3,8.97,3.511
soybean,AP,1419.2,27.3,57.4,7.01,80.4,6.75,4.755
cotton,MP,1203.2,34.9,40.9,7.84,159.6,12.25,4.086
maize,Punjab,957.0,21.5,64.6,6.55,166.9,10.33,10.915
tomato,Maharashtra,599.3,24.3,76.1,5.79,166.2,10.64,49.548
groundnut,MP,1159.6,25.3,37.8,6.0,61.3,3.11,3.283
tomato,Maharashtra,738.0,26.3,47.3,6.96,154.3,5.29,47.871
maize,Karnataka,1158.2,23.3,70.4,6.29,163.4,9.47,11.999
soybean,Maharashtra,1263.1,28.9,46.1,6.74,88.2,4.19,4.721
maize,Maharashtra,680.0,27.0,85.0,6.6,216.5,14.32,12.886
groundnut,Telangana,1103.8,37.4,55.3,6.17,85.0,10.07,3.813
soybean,MP,1383.5,25.5,42.8,6.55,148.8,3.72,5.631
wheat,AP,1190.5,12.9,56.6,6.81,147.1,7.85,8.378
wheat,Maharashtra,1051.9,15.0,66.4,7.35,128.5,2.04,7.037
groundnut,Maharashtra,928.6,26.2,76.1,6.57,83.4,14.17,3.993
rice,Karnataka,1352.7,29.7,53.8,5.8,192.7,2.92,10.251
groundnut,Maharashtra,894.0,33.7,36.4,6.35,99.4,7.4,3.55
soybean,Punjab,760.4,28.4,41.2,6.32,134.6,9.38,4.583
groundnut,Punjab,1118.3,27.2,63.2,6.01,68.7,9.75,3.971
groundnut,Punjab,1004.1,36.3,47.6,6.66,74.5,6.01,3.393
maize,Karnataka,1495.7,31.7,66.6,6.83,212.2,3.05,13.625
cotton,AP,614.1,26.7,71.4,6.06,90.8,13.34,3.616
soybean,Maharashtra,1182.4,24.2,84.5,7.44,89.2,0.68,4.701
maize,Punjab,1066.3,21.4,62.3,6.85,133.7,0.98,10.111
groundnut,AP,508.4,29.6,33.1,5.95,99.4,12.25,2.733
tomato,MP,762.2,20.7,43.5,6.24,204.6,2.95,50.192
tomato,MP,861.7,20.7,45.1,6.19,232.9,5.48,56.803
wheat,Karnataka,768.3,24.9,65.0,6.54,145.3,11.9,8.194
wheat,Telangana,483.4,14.1,60.4,6.43,167.3,9.32,7.117
wheat,Punjab,460.2,16.3,44.4,6.27,90.4,11.26,5.544
cotton,Maharashtra,841.1,29.5,73.9,7.77,132.0,4.69,3.643
groundnut,Karnataka,1173.4,36.7,72.6,6.33,95.1,4.95,4.37
wheat,MP,912.0,13.4,58.5,7.28,155.0,7.92,7.119
groundnut,AP,1079.8,34.6,64.4,6.78,90.4,12.89,3.831
cotton,Karnataka,1423.6,25.2,48.0,6.43,98.8,4.59,4.429
groundnut,Maharashtra,1119.9,33.3,64.8,5.86,111.8,3.67,4.079
tomato,AP,861.3,19.7,72.4,6.7,196.1,9.89,57.946
soybean,Maharashtra,791.1,21.6,63.9,6.36,91.0,9.18,4.916
cotton,Telangana,1422.2,28.5,36.6,7.18,86.3,9.99,4.119
wheat,Punjab,1006.7,16.4,34.6,6.19,167.2,3.24,7.472
soybean,Karnataka,1435.2,26.8,74.8,6.95,109.9,8.0,5.18
tomato,AP,947.5,25.5,38.8,6.64,234.1,5.13,57.656
groundnut,Punjab,615.0,25.8,39.7,6.75,97.0,12.19,3.139
rice,Karnataka,1103.9,33.8,47.6,5.63,115.4,13.84,7.12
tomato,AP,1070.2,18.3,55.8,5.52,156.9,8.93,49.276
maize,Telangana,1231.1,22.8,38.2,6.11,144.4,4.04,9.518
rice,Maharashtra,1443.7,24.8,77.6,6.2,159.3,12.59,12.329
rice,Punjab,1903.8,33.9,62.1,5.52,110.7,12.8,9.527
cotton,MP,956.6,30.9,64.9,6.42,112.3,0.87,4.634
maize,Maharashtra,1123.6,24.3,63.7,6.27,174.9,11.67,11.98
soybean,MP,1102.0,25.7,47.4,6.32,80.7,4.26,4.882
maize,Karnataka,1261.6,26.6,42.2,6.94,142.1,9.26,10.445
wheat,Karnataka,1045.0,20.0,30.4,7.14,166.6,13.34,7.236
soybean,Punjab,1311.2,21.5,77.1,6.2,87.9,3.54,5.437
soybean,Telangana,775.9,27.6,31.5,6.06,149.5,1.23,4.791
wheat,Maharashtra,1065.3,13.9,34.3,6.71,81.8,9.32,6.549
groundnut,Karnataka,1095.2,26.7,72.5,6.18,116.8,2.2,4.138
maize,MP,1422.4,26.6,35.9,6.8,169.6,2.64,11.504
soybean,AP,1159.5,24.6,58.3,6.33,144.8,7.48,5.771
cotton,MP,772.9,33.0,47.7,6.02,82.5,7.27,3.627
wheat,Punjab,640.0,21.2,52.6,6.82,157.9,1.83,7.121
wheat,Telangana,845.6,24.3,56.1,6.24,145.6,5.99,7.775
soybean,MP,675.2,24.1,65.6,6.07,104.1,8.02,4.456
soybean,Karnataka,1096.3,26.7,54.6,6.77,105.5,2.13,5.021
wheat,Punjab,776.3,13.5,38.0,6.58,179.0,8.37,7.903
tomato,Maharashtra,762.4,25.3,70.2,6.74,232.1,5.54,61.75
groundnut,Telangana,1079.8,29.4,81.2,6.65,68.3,6.57,3.886
cotton,Punjab,1221.5,28.1,63.7,7.44,127.0,4.94,4.39
groundnut,Maharashtra,736.6,28.8,83.6,6.02,89.4,11.57,3.483
cotton,Punjab,872.2,37.3,53.0,7.66,154.6,8.49,3.669
cotton,Maharashtra,1492.8,34.8,38.4,7.97,121.3,3.05,3.78
soybean,Punjab,600.8,27.9,39.0,6.23,148.9,8.51,4.558
soybean,Maharashtra,1233.5,20.9,81.3,6.73,116.3,6.61,5.884
wheat,Telangana,403.5,14.0,40.4,7.42,156.3,1.47,5.75
wheat,Karnataka,834.7,14.1,45.2,7.09,80.0,10.35,5.641
soybean,AP,1335.8,26.6,73.5,7.38,114.0,6.41,5.388
cotton,Karnataka,1108.4,35.9,54.6,7.5,127.3,4.28,3.896
tomato,Telangana,695.8,27.6,49.0,5.55,184.8,10.24,43.907
rice,Karnataka,1111.0,24.3,52.7,5.81,176.9,6.38,9.439
soybean,Maharashtra,1002.0,31.1,51.8,6.45,108.0,8.42,4.629
wheat,AP,797.2,10.1,43.8,6.89,159.8,1.05,7.119
wheat,MP,1181.0,11.1,81.8,7.41,115.9,9.91,7.553
tomato,Karnataka,1181.4,22.9,71.4,6.02,166.5,6.98,59.243
groundnut,MP,940.9,27.5,74.6,5.89,111.5,11.94,3.84
groundnut,Maharashtra,771.0,26.3,51.5,6.09,69.5,4.81,3.4
wheat,MP,689.2,20.6,35.0,6.77,171.9,10.47,7.039
tomato,Maharashtra,644.4,20.1,76.1,5.9,225.3,4.62,55.159
maize,Telangana,772.1,21.5,47.0,6.91,207.3,4.08,10.597
maize,MP,718.9,33.8,73.4,5.82,159.5,12.65,9.806
groundnut,Karnataka,1168.1,33.8,50.7,5.64,104.9,13.86,3.48
soybean,MP,831.8,22.2,81.1,6.0,114.2,4.58,4.509
wheat,AP,896.3,10.8,56.1,6.76,118.2,2.86,7.145
rice,Karnataka,1760.5,31.9,38.9,5.8,190.8,12.06,10.787
tomato,AP,546.4,29.3,55.8,6.94,226.7,13.56,48.381
wheat,Telangana,1068.8,22.9,67.4,7.41,108.8,1.49,7.123
rice,AP,1769.9,29.1,70.7,6.01,160.8,5.64,11.964
tomato,Maharashtra,685.1,23.2,61.5,6.13,244.9,6.62,57.18
rice,Punjab,1545.2,33.4,37.6,6.65,198.2,3.73,10.908
cotton,Punjab,962.1,29.3,43.1,6.53,156.3,2.38,4.667
tomato,Maharashtra,971.9,19.6,45.1,5.83,262.1,14.73,54.132
maize,Maharashtra,1421.9,20.4,61.4,6.29,151.2,0.64,12.275
groundnut,Karnataka,738.5,28.2,74.7,6.37,102.3,5.54,3.858
rice,MP,1815.6,29.1,60.8,6.4,193.7,0.58,14.091
rice,Punjab,1141.7,28.5,67.8,5.81,129.7,6.73,9.655
wheat,Maharashtra,854.7,21.7,51.1,7.07,134.0,6.41,6.989
maize,Maharashtra,848.8,30.5,72.8,5.95,216.7,4.82,11.534
cotton,Telangana,1297.6,33.1,47.1,7.54,118.0,4.3,3.904
tomato,AP,401.8,20.1,33.6,5.69,294.1,7.76,46.44
soybean,AP,1268.7,24.2,33.1,6.29,139.3,12.21,5.278
rice,Maharashtra,1550.7,28.2,82.7,7.0,138.8,6.35,11.937
wheat,MP,574.6,19.2,60.0,6.32,91.6,13.0,6.703
maize,Punjab,1318.7,24.0,76.9,6.86,157.7,7.33,12.129
cotton,Karnataka,671.1,39.0,42.8,6.54,106.8,0.54,3.549
rice,Karnataka,1508.7,32.5,48.2,5.56,192.9,13.74,10.299
rice,Punjab,1229.8,23.0,57.6,6.41,102.6,9.26,9.306
maize,Telangana,760.1,24.8,81.3,6.21,193.2,14.63,11.96
rice,Telangana,1069.2,31.6,73.7,5.71,182.2,14.6,9.815
tomato,AP,672.9,23.0,84.7,6.2,244.0,9.2,62.52
groundnut,Karnataka,853.1,29.2,56.3,6.97,103.5,11.39,3.582
groundnut,AP,512.1,32.1,32.2,6.44,118.9,7.93,2.95
cotton,AP,834.6,35.0,58.3,6.15,110.6,14.47,4.102
soybean,Punjab,1425.0,29.8,61.1,6.88,140.3,5.69,6.055
cotton,Telangana,720.3,25.6,75.2,7.58,131.8,14.66,3.44
cotton,MP,1435.8,25.4,47.2,7.26,146.9,2.41,4.638
wheat,AP,583.4,22.5,71.4,7.1,107.6,4.05,6.252
maize,Telangana,1192.2,23.6,69.9,6.49,137.2,1.38,11.8
maize,Maharashtra,750.6,26.9,58.7,6.57,180.0,11.19,10.739
cotton,Karnataka,1499.1,32.0,66.2,7.99,138.4,9.78,4.258
groundnut,Telangana,767.5,28.0,68.5,5.65,95.8,3.34,3.102
rice,Punjab,1879.5,25.2,80.4,5.68,183.5,3.62,12.979
rice,MP,1957.8,28.1,79.6,6.13,190.6,14.89,14.897
groundnut,MP,668.3,25.4,63.4,6.59,74.0,13.79,3.553
cotton,Punjab,1326.8,37.8,55.0,6.89,108.7,9.97,4.411
tomato,Maharashtra,668.5,28.8,73.1,5.71,237.7,4.47,55.74
cotton,AP,706.8,39.6,78.7,7.25,121.4,6.61,4.015
groundnut,Telangana,1100.9,30.1,68.6,6.66,75.4,7.9,3.924
groundnut,Punjab,997.6,32.8,76.4,6.78,83.4,1.04,3.888
wheat,MP,458.4,23.8,57.1,6.71,111.6,8.23,6.312
groundnut,Punjab,1172.9,37.6,50.4,5.56,102.4,10.29,3.607
maize,Punjab,830.1,34.8,74.7,6.23,183.2,2.61,11.035
tomato,Karnataka,1041.0,21.1,67.8,5.51,213.5,9.53,53.627
rice,Maharashtra,1162.3,28.2,38.9,5.52,107.4,9.57,7.347
rice,AP,1796.7,29.1,35.0,5.77,195.2,5.82,10.401
tomato,Telangana,881.9,26.0,50.1,5.95,161.8,6.33,46.906
cotton,Maharashtra,1175.5,39.2,46.8,7.41,142.4,2.02,3.937
wheat,Punjab,732.5,23.7,33.9,6.97,136.4,11.09,6.64
soybean,Punjab,1452.1,23.9,71.0,6.23,149.1,6.51,6.606
wheat,Karnataka,1175.0,14.5,84.4,6.29,178.1,1.64,9.574
tomato,AP,1148.5,28.3,41.6,6.03,177.4,7.96,55.449
wheat,Maharashtra,418.5,20.4,63.4,6.03,98.5,1.75,5.518
groundnut,Punjab,1185.1,26.9,50.6,6.75,71.9,10.56,3.839
soybean,Karnataka,617.8,23.1,36.1,7.15,92.1,1.17,3.852
maize,Maharashtra,878.3,34.8,63.3,6.67,150.0,4.08,10.586
groundnut,Punjab,1127.3,32.2,58.8,6.6,87.2,10.58,4.053
cotton,Telangana,1337.8,36.7,53.8,7.69,102.5,8.68,3.986
tomato,Karnataka,1078.0,18.3,33.3,5.81,282.3,3.79,59.956
wheat,MP,676.2,21.9,61.2,6.45,161.5,11.82,7.591
tomato,Telangana,510.7,22.1,43.1,5.58,211.0,8.79,42.39
groundnut,Punjab,518.8,33.8,62.7,5.55,115.3,5.62,3.258
tomato,Punjab,939.3,18.5,37.0,6.95,287.7,2.13,62.177
tomato,AP,1082.4,25.8,84.7,6.02,296.5,11.67,76.252
cotton,Telangana,1284.8,28.9,82.5,6.3,124.3,13.24,5.414
soybean,AP,1105.6,22.7,82.9,7.42,137.9,3.21,5.375
tomato,MP,848.2,21.9,68.0,6.22,291.7,5.72,68.845
maize,Punjab,604.2,23.5,53.0,6.93,166.2,0.69,9.457
soybean,Maharashtra,1201.8,27.1,49.4,6.86,87.7,12.28,4.834
maize,Karnataka,1158.2,28.8,81.2,5.98,144.8,3.18,11.541
tomato,Punjab,935.0,27.1,56.3,6.67,248.0,9.86,63.088
cotton,Telangana,887.9,30.2,56.8,6.46,91.4,12.6,4.059
maize,Maharashtra,629.3,32.3,36.1,6.79,158.9,14.86,7.785
rice,MP,1980.3,25.3,50.7,5.54,151.2,4.29,10.493
tomato,AP,691.4,22.8,36.7,5.53,238.4,3.6,43.941
soybean,Karnataka,1119.7,22.6,70.7,6.41,123.5,11.23,5.839
maize,Maharashtra,954.3,31.8,66.6,6.03,135.2,6.44,9.741
groundnut,Karnataka,1127.7,30.5,39.8,6.39,66.4,1.02,3.637
maize,Punjab,1373.9,29.5,50.3,6.83,179.4,3.02,11.656
soybean,AP,1343.2,21.6,60.4,6.19,95.7,4.15,5.303
groundnut,Maharashtra,711.4,31.6,57.1,5.92,118.8,11.28,3.412
cotton,Maharashtra,1418.6,27.5,41.7,7.12,142.1,4.8,4.928
groundnut,Telangana,1160.8,31.3,61.3,5.6,109.8,1.3,3.343
cotton,Maharashtra,913.8,27.0,54.2,7.83,82.4,14.71,2.885
maize,Punjab,855.4,22.2,67.5,6.96,121.4,13.26,9.963
wheat,AP,999.6,18.8,34.3,6.06,101.3,2.05,6.264
cotton,AP,705.8,37.6,80.4,6.41,158.9,9.27,4.888
groundnut,MP,1124.2,32.5,46.9,6.73,90.8,1.83,4.055
groundnut,AP,1116.1,34.3,36.6,6.68,106.4,2.8,3.529
soybean,Maharashtra,894.4,23.7,46.1,7.27,123.7,10.85,4.026
rice,Maharashtra,1991.2,25.9,59.7,6.9,132.1,7.17,12.292
soybean,Telangana,982.2,28.6,48.5,6.45,111.4,1.83,5.029
maize,Telangana,961.4,32.2,57.5,6.63,125.8,14.87,10.168
maize,Punjab,702.3,30.5,45.6,6.59,157.5,13.83,8.9
maize,Punjab,932.0,31.5,58.9,5.98,213.3,7.82,11.733
wheat,Karnataka,1171.5,16.3,37.3,6.37,141.7,1.55,7.682
groundnut,MP,862.7,35.8,81.5,6.79,92.7,0.94,3.863
tomato,MP,513.1,18.4,71.5,6.53,278.3,3.44,60.985
tomato,Maharashtra,630.0,23.8,30.3,6.97,295.1,8.22,50.436
tomato,Telangana,604.6,20.0,35.4,6.07,229.5,8.79,46.051
wheat,MP,1113.5,23.8,44.0,7.1,126.7,11.29,6.494
tomato,Telangana,724.6,29.4,82.3,5.89,223.9,7.4,57.436
maize,Telangana,996.4,27.2,81.9,6.38,214.9,13.75,13.948
rice,Punjab,964.9,32.7,53.3,6.31,197.9,3.33,10.272
tomato,Maharashtra,989.6,25.9,61.9,6.67,161.0,14.02,54.278
maize,Punjab,1045.4,34.8,44.4,6.87,187.8,4.3,11.217
cotton,MP,1126.8,36.8,48.3,6.9,88.2,2.84,4.069
maize,MP,934.2,30.7,60.3,6.18,191.5,4.06,11.744
rice,Karnataka,1739.6,32.6,31.9,6.98,174.9,3.48,10.623
groundnut,AP,830.8,36.7,42.5,6.62,116.6,8.2,3.473
soybean,Punjab,617.3,22.0,40.3,6.33,115.7,5.74,4.273
groundnut,MP,986.6,32.0,78.3,6.33,117.2,9.92,4.427
rice,AP,1706.7,25.6,53.3,5.51,179.9,9.81,10.339
maize,Karnataka,583.6,34.6,58.9,6.29,151.6,1.44,9.245
tomato,Maharashtra,670.7,26.9,36.7,6.49,190.6,1.12,49.51
cotton,MP,1310.8,28.7,55.5,7.09,87.2,3.08,4.114
rice,Karnataka,1240.2,31.9,36.5,6.62,141.5,4.57,9.886
maize,MP,1137.5,25.3,64.4,6.63,153.6,4.03,11.742
groundnut,Karnataka,552.7,30.5,74.6,6.43,107.3,14.89,3.705
groundnut,AP,1063.2,28.5,84.1,5.6,78.8,13.54,3.51
rice,Karnataka,1737.9,27.7,84.6,6.11,192.0,11.58,13.595
cotton,Punjab,920.5,29.7,49.4,7.76,100.4,2.57,3.402
wheat,MP,972.3,18.0,82.6,6.01,167.4,3.43,8.327
cotton,Punjab,1402.8,30.7,68.6,6.59,134.2,11.81,5.366
tomato,Karnataka,614.7,26.2,63.7,5.7,226.6,2.85,52.669
groundnut,Punjab,1023.9,27.3,47.3,5.66,74.4,8.45,3.107
cotton,MP,983.5,32.8,34.6,6.01,82.7,10.64,3.252
maize,Telangana,1044.6,21.3,45.8,6.57,196.7,10.47,11.563
groundnut,Punjab,1029.7,36.9,52.0,6.16,74.7,4.13,3.608
tomato,Punjab,928.0,29.2,70.1,5.61,212.4,10.18,57.624
groundnut,Karnataka,614.1,35.2,83.0,6.93,106.1,9.27,3.651
maize,Karnataka,661.6,32.2,58.5,6.04,122.7,5.11,8.904
groundnut,MP,822.9,26.6,76.6,6.96,105.6,3.9,3.674
maize,Karnataka,887.3,22.5,77.6,6.33,128.5,1.18,10.627
tomato,AP,650.2,19.4,80.0,6.3,287.4,4.12,66.465
maize,Maharashtra,1298.3,34.0,54.2,5.81,143.3,8.66,9.935
rice,Maharashtra,1685.2,23.3,47.5,6.2,121.2,7.3,10.362
rice,Karnataka,1849.9,24.7,42.4,5.97,140.6,5.31,10.017
wheat,AP,528.0,22.4,45.5,7.46,143.7,9.3,6.105
groundnut,Punjab,606.4,35.1,42.5,6.14,105.0,12.57,2.94
rice,Punjab,1963.0,28.9,71.1,6.66,125.8,8.72,12.778
groundnut,AP,960.2,25.2,71.7,5.95,113.3,8.28,3.89
wheat,Karnataka,871.8,10.8,69.0,7.35,179.8,3.86,7.231
tomato,MP,973.8,21.6,61.5,5.72,151.1,14.55,48.853
maize,Karnataka,712.6,26.9,54.9,6.52,200.1,3.01,11.432
cotton,Karnataka,1248.5,26.2,58.3,6.41,112.7,5.62,4.656
rice,MP,1190.4,30.8,53.7,6.27,170.5,13.21,9.913
cotton,Telangana,1058.3,32.8,78.7,7.59,127.1,9.48,4.024
wheat,Karnataka,1158.9,19.3,69.7,6.35,118.4,4.82,8.154
cotton,Maharashtra,1499.3,26.4,64.1,6.43,101.7,11.31,5.072
wheat,Punjab,406.9,19.8,50.9,6.95,131.8,12.06,5.611
wheat,Punjab,845.0,14.2,83.9,6.4,103.8,6.29,7.524
wheat,Maharashtra,883.3,20.9,35.8,6.37,116.6,14.82,7.093
soybean,Karnataka,1204.1,24.5,34.3,6.59,118.2,12.1,4.932
rice,MP,1752.3,33.4,47.3,5.8,131.9,2.08,9.755
rice,Maharashtra,1730.5,33.8,62.8,6.65,182.5,13.37,13.058
cotton,AP,693.1,37.1,69.9,7.28,126.5,12.68,3.771
soybean,Maharashtra,724.9,27.8,62.4,7.36,88.0,1.73,3.955
tomato,Karnataka,1127.4,25.5,34.0,6.53,158.3,3.11,55.041
tomato,MP,537.5,18.6,35.5,5.57,178.1,8.56,37.09
soybean,AP,1000.5,27.1,44.3,6.99,125.4,12.24,4.577
soybean,AP,1409.2,31.1,74.9,6.08,80.3,4.87,5.418
soybean,Punjab,795.1,30.3,83.5,6.1,98.2,3.85,5.022
tomato,AP,712.6,18.8,32.9,6.24,186.5,5.29,43.899
cotton,Karnataka,1121.8,32.6,50.4,7.58,101.4,10.49,3.982
tomato,Karnataka,881.8,22.6,78.0,5.92,255.9,4.68,63.998
tomato,Punjab,747.2,21.6,49.3,6.43,290.9,11.51,65.169
maize,Telangana,1497.7,22.1,62.5,6.27,183.1,11.82,13.074
groundnut,AP,1016.4,25.8,74.1,6.31,74.7,1.22,3.923
tomato,Maharashtra,808.8,20.5,54.8,6.02,204.1,6.6,51.288
rice,Punjab,1179.3,32.0,65.7,5.98,123.9,1.17,9.284
tomato,MP,677.7,19.3,52.8,6.04,269.7,9.0,53.852
wheat,Telangana,455.8,23.2,78.3,6.5,115.0,10.76,7.309
